,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,y,education_bucket
28616,45,management,married,university.degree,no,no,no,telephone,apr,wed,221,0,advanced
28617,54,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,266,0,basic
28618,43,blue-collar,married,basic.6y,no,no,no,cellular,apr,wed,623,0,basic
28619,71,retired,married,high.school,no,yes,no,cellular,apr,wed,162,0,intermediate
28620,39,technician,single,professional.course,no,yes,no,cellular,apr,wed,80,0,advanced
28621,40,blue-collar,single,basic.4y,,no,no,cellular,apr,wed,158,0,basic
28622,39,technician,single,professional.course,no,no,no,cellular,apr,wed,540,0,advanced
28623,55,admin.,married,high.school,no,yes,no,cellular,apr,wed,140,0,intermediate
28624,41,services,single,high.school,no,yes,yes,cellular,apr,wed,264,1,intermediate
28625,36,management,married,university.degree,no,no,no,cellular,apr,wed,353,1,advanced
28626,51,entrepreneur,married,illiterate,no,no,no,cellular,apr,thu,87,0,basic
28627,51,entrepreneur,married,illiterate,no,yes,no,cellular,apr,thu,838,1,basic
28628,63,retired,married,,no,yes,no,cellular,apr,thu,144,1,
28629,26,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,78,1,basic
28630,42,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,55,0,basic
28631,47,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,206,0,advanced
28632,30,admin.,married,high.school,,yes,no,cellular,apr,thu,648,1,intermediate
28633,26,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,thu,251,1,basic
28634,39,management,single,university.degree,,no,no,cellular,apr,thu,370,0,advanced
28635,26,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,334,1,basic
28636,35,services,married,high.school,no,yes,no,cellular,apr,thu,137,0,intermediate
28637,29,admin.,married,university.degree,no,yes,yes,telephone,apr,thu,122,0,advanced
28638,39,management,single,university.degree,,yes,no,telephone,apr,thu,75,0,advanced
28639,57,technician,married,university.degree,no,yes,no,cellular,apr,thu,836,1,advanced
28640,40,entrepreneur,married,professional.course,,yes,no,cellular,apr,thu,176,0,advanced
28641,29,admin.,single,university.degree,no,no,no,cellular,apr,thu,271,1,advanced
28642,33,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,827,0,basic
28643,38,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,218,0,basic
28644,38,blue-collar,married,basic.4y,,yes,no,cellular,apr,thu,258,0,basic
28645,64,retired,married,basic.6y,no,yes,no,cellular,apr,thu,67,0,basic
28646,57,retired,married,basic.4y,no,no,no,cellular,apr,thu,199,0,basic
28647,29,admin.,single,university.degree,no,no,no,cellular,apr,thu,71,0,advanced
28648,48,blue-collar,married,basic.4y,no,no,yes,cellular,apr,thu,220,0,basic
28649,33,admin.,married,university.degree,no,yes,no,cellular,apr,thu,124,0,advanced
28650,42,services,married,high.school,,yes,yes,cellular,apr,thu,243,0,intermediate
28651,52,services,divorced,high.school,no,no,no,cellular,apr,thu,198,0,intermediate
28652,54,entrepreneur,divorced,,no,no,yes,cellular,apr,thu,461,0,
28653,45,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,82,0,advanced
28654,37,entrepreneur,married,professional.course,no,no,no,cellular,apr,thu,284,0,advanced
28655,52,retired,married,basic.4y,,no,no,cellular,apr,thu,204,0,basic
28656,31,technician,married,university.degree,no,yes,no,cellular,apr,thu,35,0,advanced
28657,52,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,thu,291,0,basic
28658,27,services,single,university.degree,no,yes,no,cellular,apr,thu,201,0,advanced
28659,27,services,single,university.degree,no,yes,no,cellular,apr,thu,297,0,advanced
28660,27,services,single,university.degree,no,yes,no,cellular,apr,thu,384,0,advanced
28661,35,admin.,married,university.degree,no,no,no,cellular,apr,thu,250,0,advanced
28662,45,blue-collar,married,basic.4y,,yes,no,cellular,apr,thu,479,0,basic
28663,40,blue-collar,married,basic.9y,,yes,no,cellular,apr,thu,324,0,basic
28664,44,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,thu,404,0,advanced
28665,27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,156,0,basic
28666,27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,240,0,basic
28667,43,services,married,high.school,no,no,no,cellular,apr,thu,60,0,intermediate
28668,36,blue-collar,married,basic.4y,,yes,no,cellular,apr,thu,403,0,basic
28669,32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,114,0,basic
28670,42,blue-collar,married,basic.4y,no,yes,yes,cellular,apr,thu,35,0,basic
28671,32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,188,0,basic
28672,45,entrepreneur,married,basic.4y,,yes,no,cellular,apr,thu,618,0,basic
28673,27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,528,0,basic
28674,54,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,104,0,basic
28675,27,blue-collar,single,basic.4y,no,no,no,cellular,apr,thu,622,0,basic
28676,32,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,583,1,basic
28677,44,technician,divorced,professional.course,,yes,no,cellular,apr,thu,18,0,advanced
28678,24,management,single,university.degree,no,yes,no,cellular,apr,thu,91,0,advanced
28679,54,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,743,0,basic
28680,40,blue-collar,married,basic.9y,,yes,no,cellular,apr,thu,283,0,basic
28681,44,technician,divorced,professional.course,,yes,no,cellular,apr,thu,172,0,advanced
28682,31,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,39,0,basic
28683,52,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,thu,474,0,basic
28684,29,admin.,single,high.school,no,yes,no,cellular,apr,thu,275,0,intermediate
28685,32,admin.,married,university.degree,no,yes,no,cellular,apr,thu,361,0,advanced
28686,24,management,single,university.degree,no,yes,no,cellular,apr,thu,124,0,advanced
28687,44,blue-collar,married,high.school,,yes,no,cellular,apr,thu,253,0,intermediate
28688,29,blue-collar,single,basic.9y,no,,,cellular,apr,thu,350,0,basic
28689,46,technician,married,professional.course,no,yes,no,cellular,apr,thu,309,0,advanced
28690,54,management,married,university.degree,no,no,no,cellular,apr,thu,339,0,advanced
28691,26,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,77,0,basic
28692,37,admin.,married,university.degree,no,no,no,cellular,apr,thu,58,0,advanced
28693,40,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,thu,125,0,basic
28694,35,admin.,married,professional.course,no,no,yes,cellular,apr,thu,34,0,advanced
28695,27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,191,0,basic
28696,45,services,divorced,basic.4y,no,no,yes,cellular,apr,thu,1579,1,basic
28697,40,services,married,high.school,no,yes,no,cellular,apr,thu,228,0,intermediate
28698,41,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,316,0,basic
28699,43,management,married,,,no,no,cellular,apr,thu,177,0,
28700,43,management,married,,,no,yes,cellular,apr,thu,35,0,
28701,32,admin.,single,university.degree,no,yes,no,cellular,apr,thu,495,1,advanced
28702,51,blue-collar,married,basic.6y,no,yes,no,cellular,apr,thu,150,0,basic
28703,37,admin.,single,high.school,no,no,no,cellular,apr,thu,617,0,intermediate
28704,35,admin.,single,high.school,no,yes,no,cellular,apr,thu,352,0,intermediate
28705,37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,211,0,advanced
28706,50,blue-collar,married,basic.9y,,yes,no,cellular,apr,thu,99,0,basic
28707,59,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,177,0,basic
28708,38,entrepreneur,married,university.degree,,yes,no,cellular,apr,thu,137,0,advanced
28709,39,blue-collar,married,,,no,no,cellular,apr,thu,156,0,
28710,45,blue-collar,married,,no,yes,no,cellular,apr,thu,268,0,
28711,31,technician,single,professional.course,no,yes,no,cellular,apr,thu,270,0,advanced
28712,56,admin.,married,basic.9y,no,no,no,cellular,apr,thu,94,0,basic
28713,38,technician,married,professional.course,no,yes,no,cellular,apr,thu,54,0,advanced
28714,32,admin.,single,university.degree,no,no,no,cellular,apr,thu,670,0,advanced
28715,47,admin.,single,high.school,no,no,no,cellular,apr,thu,1025,1,intermediate
28716,46,self-employed,divorced,basic.9y,no,yes,yes,cellular,apr,thu,168,0,basic
28717,47,admin.,single,high.school,no,yes,yes,cellular,apr,thu,1122,0,intermediate
28718,55,management,married,basic.4y,,no,no,cellular,apr,thu,98,0,basic
28719,43,management,married,,,no,no,cellular,apr,thu,75,0,
28720,26,admin.,single,university.degree,no,,,cellular,apr,thu,176,0,advanced
28721,36,blue-collar,married,,no,yes,yes,cellular,apr,thu,90,0,
28722,31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,172,0,basic
28723,41,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,884,0,advanced
28724,29,admin.,single,university.degree,no,no,no,cellular,apr,thu,298,1,advanced
28725,69,retired,married,,no,no,no,cellular,apr,thu,117,0,
28726,36,blue-collar,married,,no,no,no,cellular,apr,thu,1174,1,
28727,27,admin.,single,high.school,no,no,no,cellular,apr,thu,229,0,intermediate
28728,27,admin.,single,high.school,no,no,no,cellular,apr,thu,284,0,intermediate
28729,44,blue-collar,married,basic.6y,no,yes,no,telephone,apr,thu,272,0,basic
28730,19,student,single,basic.9y,no,no,no,cellular,apr,thu,165,0,basic
28731,45,blue-collar,married,basic.9y,,yes,no,cellular,apr,thu,244,0,basic
28732,70,retired,married,,no,yes,no,cellular,apr,thu,346,1,
28733,47,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,150,0,advanced
28734,20,student,single,high.school,no,yes,no,telephone,apr,thu,80,0,intermediate
28735,31,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,thu,126,0,basic
28736,47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,693,0,basic
28737,33,blue-collar,divorced,basic.9y,,no,no,cellular,apr,thu,129,0,basic
28738,32,admin.,single,university.degree,no,yes,no,cellular,apr,thu,83,0,advanced
28739,38,services,married,high.school,no,yes,no,cellular,apr,thu,144,0,intermediate
28740,31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,257,0,basic
28741,50,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,1463,1,advanced
28742,42,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,thu,76,0,basic
28743,33,technician,married,professional.course,no,no,no,cellular,apr,thu,285,1,advanced
28744,37,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,218,0,basic
28745,34,blue-collar,married,basic.4y,,yes,no,cellular,apr,thu,570,0,basic
28746,42,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,174,0,basic
28747,29,blue-collar,single,basic.9y,no,,,cellular,apr,thu,462,0,basic
28748,26,student,single,university.degree,no,yes,no,cellular,apr,thu,76,0,advanced
28749,45,entrepreneur,married,basic.4y,,no,no,cellular,apr,thu,281,0,basic
28750,37,admin.,married,professional.course,no,yes,no,cellular,apr,thu,1087,0,advanced
28751,44,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,178,0,basic
28752,33,technician,married,professional.course,no,no,yes,cellular,apr,thu,667,1,advanced
28753,37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,62,0,advanced
28754,29,admin.,divorced,basic.9y,no,yes,no,cellular,apr,thu,114,0,basic
28755,41,services,married,high.school,no,yes,no,cellular,apr,thu,60,0,intermediate
28756,47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,563,0,basic
28757,35,unemployed,married,professional.course,no,yes,no,cellular,apr,thu,79,0,advanced
28758,53,services,divorced,high.school,,yes,no,cellular,apr,thu,198,0,intermediate
28759,38,admin.,married,high.school,no,yes,no,cellular,apr,thu,118,0,intermediate
28760,27,admin.,single,high.school,no,no,no,cellular,apr,thu,314,0,intermediate
28761,28,blue-collar,single,basic.9y,,yes,no,cellular,apr,thu,241,0,basic
28762,53,services,divorced,high.school,,no,yes,cellular,apr,thu,653,0,intermediate
28763,59,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,66,0,basic
28764,40,management,married,basic.6y,no,yes,no,cellular,apr,thu,77,0,basic
28765,24,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,178,0,basic
28766,24,admin.,single,university.degree,no,yes,no,cellular,apr,thu,127,1,advanced
28767,33,services,single,basic.9y,no,yes,no,cellular,apr,thu,483,0,basic
28768,33,admin.,single,university.degree,no,yes,no,cellular,apr,thu,308,0,advanced
28769,49,management,married,university.degree,no,no,no,cellular,apr,thu,289,0,advanced
28770,49,management,married,university.degree,no,yes,no,cellular,apr,thu,44,0,advanced
28771,34,technician,married,university.degree,no,yes,yes,cellular,apr,thu,168,0,advanced
28772,32,technician,married,university.degree,no,no,no,telephone,apr,thu,130,0,advanced
28773,70,retired,married,,no,yes,yes,cellular,apr,thu,96,0,
28774,34,blue-collar,married,basic.4y,,yes,no,cellular,apr,thu,249,0,basic
28775,24,admin.,single,university.degree,no,yes,no,telephone,apr,thu,100,0,advanced
28776,29,services,single,basic.9y,,yes,no,cellular,apr,thu,105,0,basic
28777,30,admin.,single,high.school,no,no,no,cellular,apr,thu,75,0,intermediate
28778,56,services,divorced,high.school,,yes,no,cellular,apr,thu,144,0,intermediate
28779,46,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,357,0,basic
28780,46,entrepreneur,married,university.degree,no,yes,yes,cellular,apr,thu,285,0,advanced
28781,37,admin.,married,professional.course,no,yes,yes,cellular,apr,thu,700,1,advanced
28782,45,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,257,0,basic
28783,39,admin.,married,high.school,no,yes,no,cellular,apr,thu,487,0,intermediate
28784,48,services,divorced,high.school,,no,no,cellular,apr,thu,235,0,intermediate
28785,41,services,single,university.degree,no,no,no,cellular,apr,thu,290,0,advanced
28786,31,admin.,married,high.school,no,no,no,cellular,apr,thu,125,0,intermediate
28787,50,unemployed,married,basic.4y,,yes,no,cellular,apr,thu,241,0,basic
28788,55,blue-collar,married,basic.4y,no,yes,yes,cellular,apr,thu,772,0,basic
28789,32,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,thu,657,0,basic
28790,29,admin.,single,high.school,no,yes,yes,cellular,apr,thu,123,0,intermediate
28791,37,entrepreneur,married,professional.course,no,no,no,cellular,apr,thu,255,0,advanced
28792,46,technician,married,university.degree,no,yes,no,cellular,apr,thu,375,0,advanced
28793,32,admin.,single,university.degree,no,yes,no,cellular,apr,thu,386,0,advanced
28794,53,management,married,high.school,no,yes,no,cellular,apr,thu,280,0,intermediate
28795,32,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,772,0,basic
28796,42,admin.,divorced,high.school,no,no,no,cellular,apr,thu,380,0,intermediate
28797,38,admin.,married,high.school,no,yes,no,cellular,apr,thu,302,0,intermediate
28798,47,admin.,married,basic.6y,,yes,no,cellular,apr,thu,399,0,basic
28799,46,self-employed,divorced,basic.9y,no,yes,no,cellular,apr,thu,453,0,basic
28800,45,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,567,0,advanced
28801,40,services,single,high.school,no,yes,no,cellular,apr,thu,91,0,intermediate
28802,37,technician,single,high.school,no,yes,no,cellular,apr,thu,44,0,intermediate
28803,24,management,single,university.degree,no,no,no,cellular,apr,thu,640,0,advanced
28804,38,services,married,basic.9y,no,yes,no,cellular,apr,thu,417,0,basic
28805,50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1365,1,basic
28806,40,admin.,divorced,university.degree,no,yes,no,cellular,apr,thu,194,0,advanced
28807,31,blue-collar,married,basic.9y,,yes,no,cellular,apr,thu,176,0,basic
28808,28,technician,single,professional.course,no,,,cellular,apr,thu,71,0,advanced
28809,37,technician,single,high.school,no,yes,no,telephone,apr,thu,63,0,intermediate
28810,39,admin.,divorced,high.school,no,yes,yes,cellular,apr,thu,433,0,intermediate
28811,42,entrepreneur,married,basic.9y,no,no,yes,cellular,apr,thu,127,0,basic
28812,52,retired,married,basic.4y,,yes,yes,cellular,apr,thu,449,0,basic
28813,32,services,single,high.school,no,no,no,cellular,apr,thu,472,0,intermediate
28814,39,services,single,high.school,no,yes,no,cellular,apr,thu,1007,0,intermediate
28815,33,technician,married,professional.course,no,no,yes,cellular,apr,thu,383,0,advanced
28816,41,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,thu,256,0,basic
28817,36,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,668,0,intermediate
28818,36,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,211,0,advanced
28819,24,blue-collar,married,professional.course,,no,no,cellular,apr,thu,348,0,advanced
28820,44,admin.,married,high.school,no,no,no,cellular,apr,thu,792,0,intermediate
28821,41,blue-collar,married,high.school,no,no,yes,telephone,apr,thu,55,0,intermediate
28822,47,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,282,0,advanced
28823,27,admin.,single,high.school,no,no,no,telephone,apr,thu,198,0,intermediate
28824,31,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,104,0,basic
28825,45,technician,single,professional.course,no,no,no,cellular,apr,thu,370,0,advanced
28826,50,blue-collar,married,basic.9y,,yes,no,cellular,apr,thu,1285,0,basic
28827,28,technician,single,high.school,no,yes,yes,cellular,apr,thu,48,0,intermediate
28828,41,blue-collar,divorced,basic.4y,no,no,yes,cellular,apr,thu,316,0,basic
28829,38,technician,divorced,high.school,no,yes,yes,cellular,apr,thu,279,0,intermediate
28830,33,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,225,0,basic
28831,56,admin.,married,basic.9y,no,yes,no,cellular,apr,thu,299,1,basic
28832,47,blue-collar,married,basic.9y,no,yes,no,telephone,apr,thu,193,0,basic
28833,44,admin.,single,high.school,no,yes,no,cellular,apr,thu,804,0,intermediate
28834,55,admin.,married,university.degree,no,yes,no,cellular,apr,thu,211,0,advanced
28835,36,admin.,single,university.degree,no,yes,no,cellular,apr,thu,274,0,advanced
28836,31,admin.,married,high.school,no,yes,no,cellular,apr,thu,399,0,intermediate
28837,38,entrepreneur,married,basic.4y,,yes,no,cellular,apr,thu,691,0,basic
28838,28,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,344,0,advanced
28839,30,blue-collar,married,basic.9y,no,yes,no,telephone,apr,thu,426,1,basic
28840,25,student,single,university.degree,no,no,no,cellular,apr,thu,539,0,advanced
28841,40,services,married,high.school,no,no,no,cellular,apr,thu,161,1,intermediate
28842,44,management,married,university.degree,no,yes,no,cellular,apr,thu,137,0,advanced
28843,44,entrepreneur,divorced,university.degree,no,yes,no,cellular,apr,thu,580,0,advanced
28844,50,services,single,basic.6y,,no,no,cellular,apr,thu,119,0,basic
28845,45,services,divorced,basic.4y,no,no,no,cellular,apr,thu,296,0,basic
28846,40,management,married,basic.6y,no,yes,no,cellular,apr,thu,179,0,basic
28847,50,services,single,basic.6y,,no,no,cellular,apr,thu,169,0,basic
28848,50,services,single,basic.6y,,yes,no,cellular,apr,thu,429,0,basic
28849,28,technician,married,basic.9y,no,yes,no,cellular,apr,thu,137,0,basic
28850,36,blue-collar,married,,no,yes,no,cellular,apr,thu,466,0,
28851,28,technician,married,basic.9y,no,no,no,cellular,apr,thu,263,0,basic
28852,28,technician,married,basic.9y,no,yes,no,cellular,apr,thu,75,0,basic
28853,23,blue-collar,single,basic.4y,no,yes,no,telephone,apr,thu,287,0,basic
28854,43,management,married,university.degree,,no,no,cellular,apr,thu,176,0,advanced
28855,28,technician,married,basic.9y,no,no,no,cellular,apr,thu,442,0,basic
28856,44,blue-collar,married,basic.6y,no,yes,no,cellular,apr,thu,304,0,basic
28857,55,management,married,basic.4y,,no,no,cellular,apr,thu,594,0,basic
28858,28,technician,married,basic.9y,no,yes,no,cellular,apr,thu,772,0,basic
28859,30,services,married,high.school,no,no,no,cellular,apr,thu,647,0,intermediate
28860,45,blue-collar,married,,no,yes,no,cellular,apr,thu,263,0,
28861,25,student,married,university.degree,no,yes,yes,telephone,apr,thu,127,0,advanced
28862,47,entrepreneur,divorced,high.school,no,no,no,cellular,apr,thu,71,0,intermediate
28863,45,blue-collar,married,,no,yes,no,cellular,apr,thu,432,0,
28864,59,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,332,0,basic
28865,45,blue-collar,married,,no,no,no,cellular,apr,thu,829,0,
28866,45,blue-collar,married,,no,yes,yes,cellular,apr,thu,614,0,
28867,45,blue-collar,married,,no,yes,no,cellular,apr,thu,797,0,
28868,31,student,single,,,no,no,cellular,apr,thu,102,0,
28869,29,blue-collar,single,basic.6y,no,yes,yes,cellular,apr,thu,1410,0,basic
28870,45,blue-collar,married,,no,yes,no,cellular,apr,thu,944,1,
28871,31,student,single,,,no,yes,cellular,apr,thu,246,0,
28872,34,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,234,0,basic
28873,26,student,single,university.degree,no,no,yes,cellular,apr,thu,551,1,advanced
28874,31,student,single,,,yes,no,cellular,apr,thu,427,0,
28875,34,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,340,0,basic
28876,42,blue-collar,married,basic.4y,no,no,yes,cellular,apr,thu,579,0,basic
28877,47,services,married,basic.9y,no,yes,no,cellular,apr,thu,561,0,basic
28878,31,student,single,,,yes,no,cellular,apr,thu,1156,1,
28879,39,blue-collar,married,,,yes,no,cellular,apr,thu,307,0,
28880,43,admin.,single,high.school,no,yes,no,cellular,apr,fri,192,0,intermediate
28881,42,entrepreneur,married,university.degree,,no,no,cellular,apr,fri,46,0,advanced
28882,33,management,married,basic.9y,no,no,yes,cellular,apr,fri,71,0,basic
28883,35,blue-collar,single,basic.9y,,yes,no,telephone,apr,fri,109,0,basic
28884,51,blue-collar,married,basic.9y,,yes,no,cellular,apr,fri,35,0,basic
28885,42,admin.,single,high.school,no,no,no,cellular,apr,fri,377,0,intermediate
28886,51,blue-collar,married,basic.9y,,yes,no,cellular,apr,fri,81,0,basic
28887,37,blue-collar,single,professional.course,no,no,no,cellular,apr,fri,360,0,advanced
28888,38,admin.,single,high.school,no,yes,no,cellular,apr,fri,141,0,intermediate
28889,29,admin.,married,university.degree,no,yes,no,cellular,apr,fri,430,0,advanced
28890,37,blue-collar,single,basic.9y,no,no,no,cellular,apr,fri,282,0,basic
28891,47,technician,married,professional.course,,yes,no,cellular,apr,fri,260,0,advanced
28892,47,admin.,married,university.degree,,no,no,cellular,apr,fri,226,0,advanced
28893,38,blue-collar,married,basic.9y,,no,no,cellular,apr,fri,164,0,basic
28894,37,blue-collar,married,basic.4y,no,no,yes,cellular,apr,fri,125,0,basic
28895,41,admin.,divorced,high.school,no,no,no,cellular,apr,fri,620,0,intermediate
28896,34,technician,married,professional.course,no,no,no,cellular,apr,fri,141,0,advanced
28897,42,blue-collar,married,basic.4y,,no,no,cellular,apr,fri,557,0,basic
28898,48,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,50,0,basic
28899,39,admin.,married,high.school,,yes,no,cellular,apr,fri,222,0,intermediate
28900,42,blue-collar,married,,no,yes,no,cellular,apr,fri,434,0,
28901,37,blue-collar,married,basic.4y,no,no,no,cellular,apr,fri,180,0,basic
28902,19,student,single,,no,yes,no,cellular,apr,fri,156,1,
28903,45,management,married,university.degree,no,yes,no,cellular,apr,fri,345,0,advanced
28904,25,technician,single,university.degree,no,no,no,cellular,apr,fri,118,0,advanced
28905,48,admin.,divorced,,no,no,no,cellular,apr,fri,85,0,
28906,36,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,233,0,basic
28907,41,management,married,university.degree,no,yes,yes,cellular,apr,fri,249,0,advanced
28908,35,services,single,high.school,no,yes,no,cellular,apr,fri,179,0,intermediate
28909,54,entrepreneur,married,basic.9y,no,yes,yes,cellular,apr,fri,52,0,basic
28910,41,self-employed,married,basic.9y,no,no,no,cellular,apr,fri,112,0,basic
28911,42,admin.,single,high.school,no,yes,no,cellular,apr,fri,392,0,intermediate
28912,54,blue-collar,married,,,yes,no,cellular,apr,fri,113,0,
28913,35,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,119,0,basic
28914,28,student,married,university.degree,,yes,no,telephone,apr,fri,98,0,advanced
28915,34,entrepreneur,married,university.degree,no,no,no,cellular,apr,fri,85,0,advanced
28916,57,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,515,0,basic
28917,54,services,married,high.school,,no,no,cellular,apr,fri,402,0,intermediate
28918,54,services,married,high.school,,no,no,cellular,apr,fri,408,0,intermediate
28919,34,technician,divorced,basic.9y,no,yes,no,cellular,apr,fri,76,0,basic
28920,28,student,married,university.degree,,no,no,cellular,apr,fri,224,0,advanced
28921,36,services,married,high.school,,yes,yes,cellular,apr,fri,294,0,intermediate
28922,54,retired,married,basic.4y,no,yes,no,cellular,apr,fri,420,0,basic
28923,28,student,married,university.degree,,yes,no,cellular,apr,fri,346,0,advanced
28924,55,admin.,married,basic.4y,no,no,no,cellular,apr,fri,198,0,basic
28925,34,entrepreneur,married,university.degree,no,yes,yes,cellular,apr,fri,108,0,advanced
28926,31,admin.,married,high.school,no,no,no,cellular,apr,fri,238,0,intermediate
28927,55,admin.,married,basic.4y,no,yes,no,cellular,apr,fri,548,0,basic
28928,59,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,416,0,advanced
28929,35,technician,married,professional.course,no,yes,no,cellular,apr,fri,86,0,advanced
28930,48,blue-collar,married,basic.6y,,no,no,cellular,apr,fri,599,0,basic
28931,34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,210,0,basic
28932,39,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,fri,344,0,basic
28933,34,admin.,married,high.school,no,yes,yes,cellular,apr,fri,329,0,intermediate
28934,34,self-employed,married,basic.4y,,yes,no,cellular,apr,fri,236,0,basic
28935,32,management,single,university.degree,no,no,no,cellular,apr,fri,82,0,advanced
28936,34,management,married,university.degree,no,yes,no,cellular,apr,fri,416,0,advanced
28937,38,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,612,0,basic
28938,39,management,married,basic.6y,no,yes,no,cellular,apr,fri,177,0,basic
28939,29,admin.,single,university.degree,no,no,no,cellular,apr,fri,678,1,advanced
28940,43,blue-collar,married,basic.6y,no,no,yes,cellular,apr,fri,150,0,basic
28941,35,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,199,0,basic
28942,47,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,112,0,basic
28943,50,management,married,basic.6y,no,yes,no,cellular,apr,fri,704,0,basic
28944,43,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,372,0,basic
28945,32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,135,0,basic
28946,42,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,486,0,basic
28947,32,management,single,university.degree,no,yes,no,cellular,apr,fri,709,1,advanced
28948,50,unemployed,married,basic.4y,,yes,no,cellular,apr,fri,71,0,basic
28949,32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,462,0,basic
28950,37,admin.,divorced,high.school,no,no,no,cellular,apr,fri,156,0,intermediate
28951,35,admin.,married,university.degree,no,no,no,cellular,apr,fri,203,0,advanced
28952,35,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,77,0,basic
28953,36,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,486,0,advanced
28954,39,admin.,single,high.school,no,yes,no,cellular,apr,fri,341,0,intermediate
28955,48,services,single,high.school,no,yes,no,cellular,apr,fri,267,0,intermediate
28956,33,technician,single,high.school,no,no,no,cellular,apr,fri,1017,1,intermediate
28957,41,unemployed,married,basic.9y,,yes,no,telephone,apr,fri,246,0,basic
28958,57,services,married,basic.9y,,yes,no,cellular,apr,fri,185,0,basic
28959,36,self-employed,married,basic.9y,no,yes,no,cellular,apr,fri,313,0,basic
